title,description,content,url,image,publishedAt,source
"ChatGPT Will Be Overhyped, Overlooked, and Then, Perhaps, Essential",ChatGPT took over the internet. Some say it could replace Google. But it's going to face disillusionment and boredom before it can do that.,"ChatGPT has been touted as a Google killer and the turning point for AI to enter the mainstream.
It's fascinating to play with, but ChatGPT is still limited, and the backlash has already started.
Emerging technology like ChatGPT is usually called ove... [6797 chars]",https://markets.businessinsider.com/news/stocks/chatgpt-will-be-overhyped-overlooked-and-then-perhaps-essential-2022-12,https://i.insider.com/5ff8a8fabde805001980beed?width=1200&format=jpeg,2022-12-20T05:00:00Z,"{'name': 'Business Insider', 'url': 'https://markets.businessinsider.com'}"
Artificial intelligence and the looming misinformation society,"ChatGPT has caught the imagination of the general public, but there is a dark side to consider.","ChatGPT, a new artificial intelligence (AI) tool from OpenAI, has caused much amazement and apprehension. An exemplar of generative AI, ChatGPT combines powerful text generation capabilities and state-of-art conversational AI, to startling effect. Th... [4501 chars]",https://thehill.com/opinion/technology/3780759-artificial-intelligence-and-the-looming-misinformation-society/,https://thehill.com/wp-content/uploads/sites/2/2022/07/38b1f9a49b4e445b895dd0c305133596-e1663265835450.jpg?w=1280,2022-12-19T19:30:00Z,"{'name': 'The Hill', 'url': 'https://thehill.com'}"
"From DALL-E 2 to ChatGPT, covering AI's wild year","From DALL-E 2 to ChatGPT, the AI beat was challenging and overwhelming in 2022. It's been humbling. And awesome.","Check out all the on-demand sessions from the Intelligent Security Summit here.
It was my first week at VentureBeat, in mid-April. OpenAI had just released the new iteration of its text-to-image generator, DALL-E 2; our lead AI writer, Kyle Wiggers, ... [3739 chars]",https://venturebeat.com/ai/from-dall-e-2-to-chatgpt-covering-ais-wild-year-the-ai-beat/,https://venturebeat.com/wp-content/uploads/2022/12/3cc90efc24d63b315bcf1812f2782dae-e1671472188362.jpg?w=1200&strip=all,2022-12-19T19:07:40Z,"{'name': 'VentureBeat', 'url': 'https://venturebeat.com'}"
ChatGPT and DALL-E AIs Write a Sci-Fi Story,"Let's test ChatGPT's fiction writing and DALL-E's illustration abilities, shall we? Welcome to H.P. Lovecraft's House of AI Horrors.","You’ve probably heard about ChatGPT, OpenAI’s new AI chatbot that seems to be able to spin up essays, poems, Twitter replies, and short stories at the drop of a hat. We at Gizmodo had heard a lot about how good the program was at writing fiction, so ... [2947 chars]",https://gizmodo.com/chatgpt-dall-e-ai-art-sci-fi-hp-lovecraft-story-1849904617,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/b32e1179ff1f6205b6531091176fe83c.png",2022-12-19T19:02:00Z,"{'name': 'Gizmodo', 'url': 'https://gizmodo.com'}"
ChatGPT Has Infiltrated Twitter Replies,The now popular text-producing AI is reportedly being used to engage with users on Twitter.,"As Twitter continues to circle the drain fueled by chaos from CEO Elon Musk, one user noticed something peculiar about tweet replies. After digging a little deeper, user Pieter Levels—who goes by @levelsio on the platform—found that bots are apparent... [2796 chars]",https://gizmodo.com/openai-chatgpt-twitter-ai-1849910358,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/571274f16b24e8552df7e7933e709e6f.png",2022-12-19T18:15:00Z,"{'name': 'Gizmodo', 'url': 'https://gizmodo.com'}"
I Asked ChatGPT to Write an Insider Story. It Was Alarmingly Convincing,"ChatGPT can spit out a convincing news article with false information in a few seconds. OpenAI, which made the chatbot, had previously raised alarms.","I asked ChatGPT, a new AI chatbot from OpenAI, to do my work and write a news article.
The result was convincing but contained false information because the bot ""isn't necessarily trying to be truthful.""
OpenAI has warned that its AI could be used to... [4080 chars]",https://markets.businessinsider.com/news/stocks/i-asked-chatgpt-to-write-insider-story-it-was-convincing-2022-12,https://i.insider.com/639b8eeeb7e0f20018094910?width=1200&format=jpeg,2022-12-19T05:00:00Z,"{'name': 'Business Insider', 'url': 'https://markets.businessinsider.com'}"
The Backstory of ChatGPT Creator OpenAI,Behind ChatGPT and other AI breakthroughs was Sam Altman’s fundraising—but skeptics remain,"Sam Altman, as CEO of OpenAI, has led its fundraising in the race to build software that fully mirrors human intelligence and capabilities.
ChatGPT, the artificial-intelligence program captivating Silicon Valley with its sophisticated prose, had its ... [628 chars]",https://www.wsj.com/articles/chatgpt-creator-openai-pushes-new-strategy-to-gain-artificial-intelligence-edge-11671378475,https://images.wsj.net/im-687910/social,2022-12-18T16:00:00Z,"{'name': 'The Wall Street Journal', 'url': 'https://www.wsj.com'}"
Professors Say ChatGPT Won't Kill Essays but It Might Make Them Fairer,"ChatGPT stunned users with its ability to write like a human. Some fear it could help students cheat at essays, but these professors aren't all that concerned.","Artificial intelligence chatbot ChatGPT stunned users with its ability to write like a human.
Some fear college students will use it to cheat, but these professors say they're not too worried.
One even thinks it might make education fairer — especial... [3760 chars]",https://markets.businessinsider.com/news/stocks/professors-say-chatgpt-wont-kill-college-essays-make-education-fairer-2022-12,https://i.insider.com/6399cf8127c0a700193e0d85?width=1200&format=jpeg,2022-12-18T05:00:00Z,"{'name': 'Business Insider', 'url': 'https://markets.businessinsider.com'}"
Computers have learned to write. But here’s why AI should really worry us.,Programs like ChatGPT are designed to write essays on command and generate lucid answers to complex questions. What happens when they get things wrong?,"And yet, CEOs are already using it to help them write memos. Business and tech leaders view it as a threat to search engines like Google. And teachers are up in arms over students’ ability to cheat via chatbot.
We journalists are made of sterner stuf... [5593 chars]",https://www.bostonglobe.com/2022/12/18/business/computers-have-learned-write-heres-why-ai-should-really-worry-us/,https://bostonglobe-prod.cdn.arcpublishing.com/resizer/7377WO5Fa69dWzLeCVFkYGYvkYQ=/506x0/cloudfront-us-east-1.images.arcpublishing.com/bostonglobe/V5LUTUXEXCQX7KD23UTSZ5MAWY.jpeg,2022-12-18T05:00:00Z,"{'name': 'The Boston Globe', 'url': 'https://www.bostonglobe.com'}"
Professors Say ChatGPT Won't Kill Essays but It Might Make Them Fairer,"ChatGPT stunned users with its ability to write like a human. Some fear it could help students cheat at essays, but these professors aren't all that concerned.","Artificial intelligence chatbot ChatGPT stunned users with its ability to write like a human.
Some fear college students will use it to cheat, but these professors say they're not too worried.
One even thinks it might make education fairer — especial... [3760 chars]",https://markets.businessinsider.com/news/stocks/professors-say-chatgpt-wont-kill-college-essays-make-education-fairer-2022-12,https://i.insider.com/6399cf8127c0a700193e0d85?width=1200&format=jpeg,2022-12-18T05:00:00Z,"{'name': 'Business Insider', 'url': 'https://markets.businessinsider.com'}"
"I used AI to settle the Android vs iPhone debate, here's how it went",Can an AI model settle the debate between Android once and for all? I asked ChatGPT to pick a winner and observed how it handled facts and opinions.,"Dhruv Bhutani / Android Authority
That machines will steal our jobs has been a common fear stemming back to the industrial revolution. We’ve long assumed that to be an inevitable truth for repetitive, manual, labor-intensive jobs. However, as writers... [6860 chars]",https://www.androidauthority.com/chatgpt-android-vs-iphone-3250623/,https://www.androidauthority.com/wp-content/uploads/2022/12/Using-Chat-GPT-on-a-phone-scaled.jpg,2022-12-17T19:00:15Z,"{'name': 'Android Authority', 'url': 'https://www.androidauthority.com'}"
Top 5 stories of the week: What new technologies like ChatGPT may mean for Google,What new technologies like ChatGPT may mean for Google,"Check out all the on-demand sessions from the Intelligent Security Summit here.
ChatGPT‘s capabilities are captivating the industry as enterprises begin to explore the use cases. Some experts have issued warnings about bad actors taking advantage of ... [4970 chars]",https://venturebeat.com/ai/top-5-stories-of-the-week-what-new-technologies-like-chatgpt-may-mean-for-google/,https://venturebeat.com/wp-content/uploads/2022/12/DALL·E-2022-12-15-13.23.51-numeral-five-futuristic-with-technology-1.png?w=1200&strip=all,2022-12-17T13:00:00Z,"{'name': 'VentureBeat', 'url': 'https://venturebeat.com'}"
The AI chatbot talked up as a potential Google killer,"OpenAI, the company that delivered ChatGPT, could well be trying to build a technical and business moat to keep others out.","But what if we never know the secret sauce behind ChatGPT’s capabilities?
The chatbot takes advantage of a number of technical advances published in the open scientific literature in the past couple of decades. But any innovations unique to it are se... [1519 chars]",https://interestingengineering.com/science/chatgpt-ai-chatbot-google-killer,https://inteng-storage-us.s3.amazonaws.com/2022/12/16/image/png/WZjA1G6adaBewAFFxR81YJkd3glHXUi5UYvR5CbT.png,2022-12-17T08:28:42Z,"{'name': 'Interesting Engineering', 'url': 'https://interestingengineering.com'}"
ChatGPT Can’t Do My Job Quite Yet - The New York Times,"If you can’t do your job better than A.I., maybe you need another job.","But what a shallow win.
Other people have done better because they’ve accentuated the positive. On YouTube I found a video of a computer guy, Jason Fleagle, asking ChatGPT, “Can you create a web app using HTML, CSS and Javascript that has a form that... [2564 chars]",https://www.nytimes.com/2022/12/16/opinion/chatgpt-artificial-intelligence-skill-job.html,https://static01.nyt.com/images/2022/12/16/opinion/16coy-image/16coy-image-facebookJumbo.jpg,2022-12-16T20:00:11Z,"{'name': 'The New York Times', 'url': 'https://www.nytimes.com'}"
ChatGPT Has a Devastating Sense of Humor,"The chat bot makes a lot of mistakes. But it’s fun to talk to, and it knows its limitations.","ChatGPT makes an irresistible first impression. It’s got a devastating sense of humor, a stunning capacity for dead-on mimicry, and it can rhyme like nobody’s business. Then there is its overwhelming reasonableness. When ChatGPT fails the Turing test... [1293 chars]",https://www.nytimes.com/2022/12/16/opinion/conversation-with-chatgpt.html,https://static01.nyt.com/images/2022/12/16/opinion/16manjoo1/16manjoo1-facebookJumbo.jpg,2022-12-16T10:00:19Z,"{'name': 'The New York Times', 'url': 'https://www.nytimes.com'}"
The Hype Around ChatGPT Replacing Google Misses the Tech's Limitations,"OpenAI's chatbot that gives users human-sounding responses is rife with misinformation, expensive to run compared to Google search and incapable of doing what most people expect of search.","OpenAI's ChatGPT often produces wildly inaccurate responses and presents them as if they were correct.
The few cents it costs per chat query would be exorbitant if they scaled to the billion of searches Google handles daily.
The technology may surfac... [6244 chars]",https://markets.businessinsider.com/news/stocks/chatgpt-hype-replacing-google-misses-how-limited-the-tech-is-2022-12,https://i.insider.com/639c8d6e27c0a700193e714b?width=1200&format=jpeg,2022-12-16T05:00:00Z,"{'name': 'Business Insider', 'url': 'https://markets.businessinsider.com'}"
"For 2022's final Friday Feedback, the last word goes to A.I.",ChatGPT is thankful for this week's boost.,"Good morning.
Since it is Friday, some feedback. And since it is our last newsletter for 2022, what could be more appropriate than having that feedback come from a machine.
A.S. read our post declaring ChatGPT and its sibling, text-to-image generator... [3472 chars]",https://fortune.com/2022/12/16/2022-friday-feedback-chatgpt-ai-gpt3/,"https://content.fortune.com/wp-content/uploads/2022/12/GettyImages-1245565958-e1671186872180.jpg?resize=1200,600",2022-12-16T05:00:00Z,"{'name': 'Fortune', 'url': 'https://fortune.com'}"
How OpenAI Uses A16Z-Backed Anyscale's Ray to Train Tools Like ChatGPT,"The Ray developer framework is used by OpenAI, Amazon, and more to solve one of AI's biggest pain points and make AI tools like ChatGPT possible.","OpenAI's ChatGPT, which produces life-like responses to text prompts, is taking the internet by storm.
Beneath the buzz, next-generation developer framework Ray was key in the viral model's training.
Ray comes from $1 billion startup Anyscale and is ... [6270 chars]",https://markets.businessinsider.com/news/stocks/openai-chatgpt-trained-on-anyscale-ray-generative-lifelike-ai-models-2022-12,https://i.insider.com/639a263b27c0a700193e267a?width=1200&format=jpeg,2022-12-16T05:00:00Z,"{'name': 'Business Insider', 'url': 'https://markets.businessinsider.com'}"
The Hype Around ChatGPT Replacing Google Misses the Tech's Limitations,"OpenAI's chatbot that gives users human-sounding responses is rife with misinformation, expensive to run compared to Google search and incapable of doing what most people expect of search.","OpenAI's ChatGPT often produces wildly inaccurate responses and presents them as if they were correct.
The few cents it costs per chat query would be exorbitant if they scaled to the billion of searches Google handles daily.
The technology may surfac... [6244 chars]",https://markets.businessinsider.com/news/stocks/chatgpt-hype-replacing-google-misses-how-limited-the-tech-is-2022-12,https://i.insider.com/639c8d6e27c0a700193e714b?width=1200&format=jpeg,2022-12-16T05:00:00Z,"{'name': 'Business Insider', 'url': 'https://markets.businessinsider.com'}"
"For 2022's final Friday Feedback, the last word goes to A.I.",ChatGPT is thankful for this week's boost.,"Good morning.
Since it is Friday, some feedback. And since it is our last newsletter for 2022, what could be more appropriate than having that feedback come from a machine.
A.S. read our post declaring ChatGPT and its sibling, text-to-image generator... [3472 chars]",https://fortune.com/2022/12/16/2022-friday-feedback-chatgpt-ai-gpt3/,"https://content.fortune.com/wp-content/uploads/2022/12/GettyImages-1245565958-e1671186872180.jpg?resize=1200,600",2022-12-16T05:00:00Z,"{'name': 'Fortune', 'url': 'https://fortune.com'}"
How OpenAI Uses A16Z-Backed Anyscale's Ray to Train Tools Like ChatGPT,"The Ray developer framework is used by OpenAI, Amazon, and more to solve one of AI's biggest pain points and make AI tools like ChatGPT possible.","OpenAI's ChatGPT, which produces life-like responses to text prompts, is taking the internet by storm.
Beneath the buzz, next-generation developer framework Ray was key in the viral model's training.
Ray comes from $1 billion startup Anyscale and is ... [6270 chars]",https://markets.businessinsider.com/news/stocks/openai-chatgpt-trained-on-anyscale-ray-generative-lifelike-ai-models-2022-12,https://i.insider.com/639a263b27c0a700193e267a?width=1200&format=jpeg,2022-12-16T05:00:00Z,"{'name': 'Business Insider', 'url': 'https://markets.businessinsider.com'}"
Is our evolving relationship with tech shifting our view of reality?,"This year saw the launch of ChatGPT, an AI that anyone can converse with, and the news that a quantum computer simulated a wormhole. Are our sensibilities","This year saw the launch of ChatGPT, an AI that anyone can converse with, and the news that a quantum computer simulated a wormhole. Are our sensibilities about what is real changing, asks Chanda Prescod-Weinstein
Shutterstock/remotevfx.com
THIS was ... [574 chars]",https://jimmyspost.com/is-our-evolving-relationship-with-tech-shifting-our-view-of-reality,https://jimmyspost.com/wp-content/uploads/2022/12/Is-our-evolving-relationship-with-tech-shifting-our-view-of.jpg,2022-12-16T03:37:42Z,"{'name': 'Jimmys Post', 'url': 'https://jimmyspost.com'}"
"This creepy typewriter can talk to you, powered by ChatGPT","A classic Brother AX-325 typewriter straight out the '90s has gained ChatGPT powers and can have conversations with you, on paper anyway.","A classic Brother AX-325 typewriter straight out the ’90s has gained ChatGPT powers and is all set to have conversations with you, on paper anyway (literally).
Designer-engineer Arvind Sanjeev shared his full process thread on how the typewriter went... [1724 chars]",https://www.digitaltrends.com/computing/creepy-typewriter-can-talk-to-you-chatgpt/,https://www.digitaltrends.com/wp-content/uploads/2022/12/Ghostwriter-Completed.jpg?resize=1200%2C630&p=1,2022-12-15T23:59:50Z,"{'name': 'Digital Trends', 'url': 'https://www.digitaltrends.com'}"
What happened when I swapped services for a day,OpenAI's ChatGPT chatbot has been getting a lot of attention for its ability to provide answers to complicated queries. Could it someday replace Google?,"OpenAI logo seen on screen with ChatGPT website displayed on mobile seen in this illustration in Brussels, Belgium, on December 12, 2022. Jonathan Raa | Nurphoto | Getty Images
You may have heard the recent buzz around ChatGPT, an artificial intellig... [10095 chars]",https://www.cnbc.com/2022/12/15/google-vs-chatgpt-what-happened-when-i-swapped-services-for-a-day.html,https://image.cnbcfm.com/api/v1/image/107167034-1671124418343-gettyimages-1245565958-raa-openaich221212_nptHv.jpeg?v=1671133182&w=1920&h=1080,2022-12-15T19:39:42Z,"{'name': 'CNBC', 'url': 'https://www.cnbc.com'}"
Will ChatGPT Make Me Irrelevant?,Artificial intelligence works magic but at a price: our pride of ownership and sense of purpose.,"Like every other journalist I know, I often and unabashedly ask for help. Friends give me ideas. Colleagues give me phrases. Editors suggest what to keep, what to cut and where a key detail belongs. My field of vision is only so wide, my brain only s... [1131 chars]",https://www.nytimes.com/2022/12/15/opinion/chatgpt-artificial-intelligence.html,https://static01.nyt.com/images/2022/12/15/opinion/15bruni-image/15bruni-image-facebookJumbo.jpg,2022-12-15T17:00:05Z,"{'name': 'The New York Times', 'url': 'https://www.nytimes.com'}"
"As Google weighs in on ChatGPT, You.com enters the AI chat","People may be talking about what ChatGPT means for Google search, but You.com is making its own generative AI search moves.","Check out all the on-demand sessions from the Intelligent Security Summit here.
One of the biggest topics underlying the hype bonanza since OpenAI’s release of ChatGPT two weeks ago has been: What does this mean for Google search?
But it was only on ... [4117 chars]",https://venturebeat.com/ai/as-google-weighs-in-on-chatgpt-you-com-enters-the-ai-chat/,https://venturebeat.com/wp-content/uploads/2022/12/you.png?w=1200&strip=all,2022-12-15T14:00:00Z,"{'name': 'VentureBeat', 'url': 'https://venturebeat.com'}"
ChatGPT has given everyone a glimpse at AI’s astounding progress,ChatGPT is the broader public’s first real encounter with cutting-edge artificial intelligence.,"There’s a new AI chatbot to check out — provided the servers that host it aren’t down from overwhelming traffic.
Since ChatGPT launched last week, more than a million people have signed up to use it, according to OpenAI’s president, Greg Brockman. It... [6177 chars]",https://www.vox.com/future-perfect/2022/12/15/23509014/chatgpt-artificial-intelligence-openai-language-models-ai-risk-google,https://cdn.vox-cdn.com/thumbor/vUJugxhssNQ9F58cVaYP8OiX3mY=/0x182:3543x2037/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/24290941/GettyImages_1245391800.jpg,2022-12-15T12:30:00Z,"{'name': 'Vox.com', 'url': 'https://www.vox.com'}"
What Would Plato Say About ChatGPT?,A.I. can be a learning tool for schools with enough teachers and resources to use it well.,"Plato mourned the invention of the alphabet, worried that the use of text would threaten traditional memory-based arts of rhetoric. In his “Dialogues,” arguing through the voice of Thamus, the Egyptian king of the gods, Plato claimed the use of this ... [1181 chars]",https://www.nytimes.com/2022/12/15/opinion/chatgpt-education-ai-technology.html,https://static01.nyt.com/images/2022/12/18/opinion/15tufekci/15tufekci-facebookJumbo.jpg,2022-12-15T10:00:10Z,"{'name': 'The New York Times', 'url': 'https://www.nytimes.com'}"
What Would Plato Say About ChatGPT?,A.I. can be a learning tool for schools with enough teachers and resources to use it well.,"Plato mourned the invention of the alphabet, worried that the use of text would threaten traditional memory-based arts of rhetoric. In his “Dialogues,” arguing through the voice of Thamus, the Egyptian king of the gods, Plato claimed the use of this ... [1181 chars]",https://www.nytimes.com/2022/12/15/opinion/chatgpt-education-ai-technology.html,https://static01.nyt.com/images/2022/12/18/opinion/15tufekci/15tufekci-facebookJumbo.jpg,2022-12-15T10:00:10Z,"{'name': 'The New York Times', 'url': 'https://www.nytimes.com'}"
"OpenAI's ChatGPT Not Likely to Replace Google, Says Morgan Stanley","Some are already predicting ChatGPT could replace Google. Morgan Stanley analysts say Google can rest easy, for now.","When ChatGPT went viral, people began using it as an alternative to Google Searches.
Investors started seeing a world where generative AI would disrupt Google by taking some search traffic away.
But Google has a first mover advantage and also heavily... [3664 chars]",https://markets.businessinsider.com/news/stocks/openai-chatgpt-not-likely-to-replace-google-says-morgan-stanley-2022-12,https://i.insider.com/639b8eeeb7e0f20018094910?width=1200&format=jpeg,2022-12-15T05:00:00Z,"{'name': 'Business Insider', 'url': 'https://markets.businessinsider.com'}"
Is ChatGPT the end of the college essay?,That's what many are asking after the viral debut of OpenAI's powerful chatbot.,"Hello and welcome to December’s special edition of Eye on A.I.
Is ChatGPT the end of trust? That’s what some people are suggesting after the release of OpenAI’s chatbot ChatGPT, which is shockingly good at mimicking human writing in almost any format... [8780 chars]",https://fortune.com/2022/12/15/is-openais-chatgpt-the-end-of-the-college-essay-eye-on-a-i/,"https://content.fortune.com/wp-content/uploads/2022/12/GettyImages-150761531.jpg?resize=1200,600",2022-12-15T05:00:00Z,"{'name': 'Fortune', 'url': 'https://fortune.com'}"
ChatGPT: Why Everyone Is Obsessed This Mind-Blowing AI Chatbot,"This artificial intelligence bot can chat and write essays, poems and computer programs. Careful how much you trust it, though.","There's a new AI bot in town: ChatGPT. You'd better pay attention, because it's a doozy.
The tool, from a power player in artificial intelligence, lets you type questions using natural language that the chatbot answers in conversational, if somewhat ... [11414 chars]",https://www.cnet.com/tech/computing/chatgpt-why-everyone-is-obsessed-this-mind-blowing-ai-chatbot/,https://www.cnet.com/a/img/resize/084641681c8362c3ce0c3eb8a53365351adcaaac/hub/2022/12/06/3dd7180c-d0e7-47ca-bc37-b5df15a41a25/ai-chat-gettyimages.jpg?auto=webp&fit=crop&height=630&width=1200,2022-12-14T18:21:00Z,"{'name': 'CNET', 'url': 'https://www.cnet.com'}"
"Google looking into AI chat space for 2023, cautious on ChatGPT",Google executives internally addressed ChatGPT recently and shared what the company is doing in the space...,"For the past year or so, generative AI has been all the rage within the tech community. ChatGPT from startup OpenAI has received a lot of attention for how it can respond to questions, though there are critical failings in terms of accuracy. Google e... [1993 chars]",https://9to5google.com/2022/12/14/google-chatgpt/,https://i0.wp.com/9to5google.com/wp-content/uploads/sites/4/2022/06/google-ai-lamda-cover.jpg?resize=1200%2C628&quality=82&strip=all&ssl=1,2022-12-14T18:12:38Z,"{'name': '9to5Google', 'url': 'https://9to5google.com'}"
We asked ChatGPT to write stories about Boston. Here’s how it went.,The latest in artificially intelligent chat technology has been lauded for its ability to mimic various writing styles. But is it too good?,The Boston Globe We asked an AI program to write stories about Boston. Here’s how it went. The latest in artificially intelligent chat technology has been lauded for its ability to mimic various writing styles. But is it too good? Ally Rzesa / The Bo... [10195 chars],https://www.boston.com/news/the-boston-globe/2022/12/14/chatgpt-ai-boston-stories/,https://www.boston.com/wp-content/uploads/2022/12/Screen-Shot-2022-12-14-at-9.53.48-AM-6399e47bad356.jpg,2022-12-14T15:01:35Z,"{'name': 'Boston.com', 'url': 'https://www.boston.com'}"
ChatGPT Wrote This Article About Large Language Models,"Impressive as it is, OpenAI's chatbot isn't ready to replace our staff just yet.","ChatGPT, the machine-learning fueled chatbot, has been widely acclaimed for its ability to interact with human users and generate “human-like” text. Since its launch by OpenAI on Nov. 30, more than a million users have marveled at its abilities to sp... [7405 chars]",https://gizmodo.com/chatgpt-gizmodo-artificial-intelligence-openai-media-1849876066,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/e1db17fc23847f840c326f1e6974a819.png",2022-12-14T12:00:00Z,"{'name': 'Gizmodo', 'url': 'https://gizmodo.com'}"
Morgan Stanley weighs in on ChatGPT and the risk to Google's search business,"A new artificial intelligence technology, known as ChatGPT, has quickly emerged on the scene and is threatening to disrupt some internet stocks.","Google and search go together like Kleenex and tissues, Band-Aid and bandages and Crock-Pots and slow cookers. In other words, Google's brand is so connected to search that people talk about googling for information they need, even if they use an alt... [2978 chars]",https://www.cnbc.com/2022/12/14/morgan-stanley-weighs-in-on-chatgpt-and-the-risk-to-googles-search-business-.html,https://image.cnbcfm.com/api/v1/image/107151309-1668445215862-goog.jpg?v=1670994527&w=1920&h=1080,2022-12-14T05:08:47Z,"{'name': 'CNBC', 'url': 'https://www.cnbc.com'}"
We asked AI ChatGPT to write stories about Boston. Here’s how it went.,"In what feels like an instant, ChatGPT will answer the questions or spit out renditions of human-produced content, like legal analysis that some lawyers have said rivals that of actual practitioners.","As many people have noticed since the online tool was publicly released in late November, the chatbot — powered by artificial intelligence — can do an eerily good job of imitating the real thing.
For better or worse , ChatGPT can apparently do it all... [7353 chars]",https://www.bostonglobe.com/2022/12/14/metro/we-asked-chatgpt-write-stories-about-boston-heres-how-it-went/,https://bostonglobe-prod.cdn.arcpublishing.com/resizer/-b9b4SkvAN5LAPn7oV8OCvkSBwg=/506x0/cloudfront-us-east-1.images.arcpublishing.com/bostonglobe/RGOYLHS2WFDSFO6DKRXIGEQJQ4.jpg,2022-12-14T05:00:00Z,"{'name': 'The Boston Globe', 'url': 'https://www.bostonglobe.com'}"
Google Isn't Launching a ChatGPT Competitor Due to 'Reputational Risk',"Google's Head of AI Jeff Dean told employees during an all-hands meeting the company has to make decisions ""more conservatively than a small startup.""","Google executives reportedly told employees they don't think chatbots are ready to replace search.
Employees asked execs if failing to launch a chatbot like OpenAI's ChatGPT is a ""missed opportunity,"" CNBC reported.
Alphabet's CEO and Google's head o... [3616 chars]",https://markets.businessinsider.com/news/stocks/google-isnt-launching-chatgpt-competitor-due-to-reputational-risk-2022-12,https://i.insider.com/6399f41827c0a700193e15ed?width=1200&format=jpeg,2022-12-14T05:00:00Z,"{'name': 'Business Insider', 'url': 'https://markets.businessinsider.com'}"
We asked AI ChatGPT to write stories about Boston. Here’s how it went.,"In what feels like an instant, ChatGPT will answer the questions or spit out renditions of human-produced content, like legal analysis that some lawyers have said rivals that of actual practitioners.","As many people have noticed since the online tool was publicly released in late November, the chatbot — powered by artificial intelligence — can do an eerily good job of imitating the real thing.
For better or worse , ChatGPT can apparently do it all... [7353 chars]",https://www.bostonglobe.com/2022/12/14/metro/we-asked-chatgpt-write-stories-about-boston-heres-how-it-went/,https://bostonglobe-prod.cdn.arcpublishing.com/resizer/-b9b4SkvAN5LAPn7oV8OCvkSBwg=/506x0/cloudfront-us-east-1.images.arcpublishing.com/bostonglobe/RGOYLHS2WFDSFO6DKRXIGEQJQ4.jpg,2022-12-14T05:00:00Z,"{'name': 'The Boston Globe', 'url': 'https://www.bostonglobe.com'}"
Google Isn't Launching a ChatGPT Competitor Due to 'Reputational Risk',"Google's Head of AI Jeff Dean told employees during an all-hands meeting the company has to make decisions ""more conservatively than a small startup.""","Google executives reportedly told employees they don't think chatbots are ready to replace search.
Employees asked execs if failing to launch a chatbot like OpenAI's ChatGPT is a ""missed opportunity,"" CNBC reported.
Alphabet's CEO and Google's head o... [3616 chars]",https://markets.businessinsider.com/news/stocks/google-isnt-launching-chatgpt-competitor-due-to-reputational-risk-2022-12,https://i.insider.com/6399f41827c0a700193e15ed?width=1200&format=jpeg,2022-12-14T05:00:00Z,"{'name': 'Business Insider', 'url': 'https://markets.businessinsider.com'}"
ChatGPT is a new AI chatbot that can answer questions and write essays,"Since OpenAI released ChatGPT last month, the text-based artificial intelligence tool has gone viral, attracting a million users in its first five days.","Sam Altman, co-founder and chief executive officer of OpenAI Inc., speaks during TechCrunch Disrupt 2019 in San Francisco, California, on Thursday, Oct. 3, 2019. David Paul Morris | Bloomberg | Getty Images
For his day job, Tobias Zwingmann is the ma... [5215 chars]",https://www.cnbc.com/2022/12/13/chatgpt-is-a-new-ai-chatbot-that-can-answer-questions-and-write-essays.html,https://image.cnbcfm.com/api/v1/image/106971056-1636056957357-gettyimages-1173441590-TECHCRUNCH_DISRUPT.jpeg?v=1670957539&w=1920&h=1080,2022-12-13T18:52:19Z,"{'name': 'CNBC', 'url': 'https://www.cnbc.com'}"
"Why Everyone's Obsessed With ChatGPT, the Mind-Blowing AI Chatbot","This artificial intelligence bot can converse, write student essays and program computers. Careful how much you trust it, though.","There's a new AI bot in town: ChatGPT. You'd better pay attention, because this one is a doozy.
The tool, from a power player in artificial intelligence, lets you type questions using natural language that the chatbot answers in conversational, if so... [10525 chars]",https://www.cnet.com/tech/computing/why-everyones-obsessed-with-chatgpt-the-mind-blowing-ai-chatbot/,https://www.cnet.com/a/img/resize/084641681c8362c3ce0c3eb8a53365351adcaaac/hub/2022/12/06/3dd7180c-d0e7-47ca-bc37-b5df15a41a25/ai-chat-gettyimages.jpg?auto=webp&fit=crop&height=630&width=1200,2022-12-13T17:06:00Z,"{'name': 'CNET', 'url': 'https://www.cnet.com'}"
I used ChatGPT to do my holiday shopping this year,Here's how ChatGPT'' advanced artificial intelligence was leveraged to solve one of the most urgent needs of our time -- making a holiday gift list!,"ChatGPT has proven to be useful in all sorts of surprising situations, but could the AI chatbot really handle my holiday shopping list?
The challenge came from my wife, Tracey, who enjoys finding flaws with AI and frequently teased our Google Nest an... [5332 chars]",https://www.digitaltrends.com/computing/i-used-chatgpt-to-do-my-holiday-shopping-this-year/,https://www.digitaltrends.com/wp-content/uploads/2022/12/Tracey-Truly-used-ChatGPT-to-look-up-gift-ideas-for-Alan-Truly.jpg?p=1,2022-12-13T11:00:55Z,"{'name': 'Digital Trends', 'url': 'https://www.digitaltrends.com'}"
